left_norm,right_norm,charsim,wordsim,ratio,partialratio,tokensort,tokenset,levenstein,jaro_winkler,first_letter_jaccard,combined_len,len_ratio,dc_reg_eq,openai_pred
american bar assn,lgbt bar assn of new york,0.35471875484696086,0.4463015524660849,0.4285714285714286,0.6,0.38095238095238093,0.64,0.19999999999999996,0.5627450980392157,0.3333333333333333,3.7376696182833684,0.68,0.0,0.09999999999999998
american constitutional rights union,natl constitutional law union,0.606889108029305,0.6740475505070382,0.7076923076923076,0.7931034482758621,0.676923076923077,0.8163265306122449,0.6111111111111112,0.7190784949405639,0.3333333333333333,4.174387269895637,0.8055555555555556,8.957550729669349e-05,0.19999999999999996
american free enterprise chamber of commerce,natl black chamber of commerce,0.4942930374433741,0.5085748288410566,0.5945945945945945,0.8,0.6756756756756757,0.7755102040816326,0.5,0.6653457653457653,0.2857142857142857,4.30406509320417,0.6818181818181818,0.00013775661014602949,0.09999999999999998
children’s ctr,children’s law ctr of kentucky,0.5652120246220798,0.6284333998144731,0.6363636363636364,0.88,0.6363636363636364,1.0,0.4666666666666667,0.8933333333333334,0.25,3.784189633918261,0.4666666666666667,5.551398695074399e-05,0.19999999999999996
gas and oil assn of west virginia,west virginia oil and natural gas assn,0.693416349210006,0.86542755628148,0.4225352112676056,0.5652173913043479,0.8732394366197183,0.9523809523809524,0.26315789473684215,0.6947545631756157,0.8333333333333334,4.2626798770413155,0.868421052631579,0.0003456626904889374,0.85
immigrant legal advocacy project,women’s and children’s advocacy project,0.4348646590646538,0.47502744841936995,0.6478873239436621,0.7037037037037037,0.619718309859155,0.6666666666666665,0.5897435897435898,0.660758547008547,0.3333333333333333,4.2626798770413155,0.8205128205128205,5.810570592759087e-05,0.15000000000000002
texas alliance for life,west texas for life,0.6070263191353922,0.6975217863265727,0.6666666666666667,0.6896551724137931,0.6666666666666667,0.8484848484848484,0.5217391304347826,0.7000858123569794,0.6,3.7376696182833684,0.8260869565217391,0.0013438224507585457,0.30000000000000004
exoneration initiative,exoneration project,0.6303698379319451,0.6861667187668141,0.6341463414634146,0.7741935483870968,0.6341463414634146,0.7333333333333333,0.5909090909090908,0.8603554340396445,0.3333333333333333,3.713572066704308,0.8636363636363636,0.007420865708951039,0.4
natl assn of chiefs of police,natl assn of police org,0.6109120346701992,0.6487844840616156,0.7307692307692308,0.7727272727272727,0.8076923076923077,0.9047619047619048,0.5172413793103448,0.8893410437638323,0.8,3.9512437185814275,0.7931034482758621,0.00032131956852908116,0.19999999999999996
alabama criminal defense lawyers assn,kentucky assn of criminal defense lawyers,0.641350886087147,0.6756370316980079,0.6666666666666667,0.8064516129032258,0.7435897435897436,0.8787878787878788,0.5121951219512195,0.6694474120882868,0.6666666666666666,4.356708826689592,0.9024390243902439,4.905918549310902e-05,0.050000000000000044
american firearms assn,buckeye firearms assn,0.5769509278109748,0.6113728151516883,0.6976744186046511,0.8,0.6046511627906976,0.7647058823529411,0.6363636363636364,0.7047258297258298,0.6666666666666666,3.7612001156935624,0.9545454545454546,6.22600627471911e-05,0.30000000000000004
city of hope,new hope family services,0.2437378982448194,0.4641165652044267,0.2777777777777778,0.5,0.4444444444444444,0.5,0.16666666666666663,0.5972222222222222,0.16666666666666666,3.58351893845611,0.5,1.3524684801817724e-05,0.09999999999999998
council on american-islamic relations,council on american-islamic relations (natl),0.8577332452729064,0.9642871020832984,0.9135802469135803,1.0,0.9135802469135803,1.0,0.8409090909090909,0.9681818181818181,0.8,4.394449154672439,0.8409090909090909,5.0129387782929344e-05,0.95
one circle fdn,workers circle,0.6085288048778982,0.5374597422533928,0.6428571428571428,0.75,0.6428571428571428,0.6428571428571428,0.3571428571428571,0.6878306878306879,0.25,3.332204510175204,1.0,7.982207212603702e-05,0.09999999999999998
stand u.p.,stand up michigan,0.28427298802499945,0.6216884862253205,0.5925925925925926,0.8888888888888888,0.5925925925925926,0.6666666666666665,0.4117647058823529,0.8541176470588235,0.6666666666666666,3.295836866004329,0.5882352941176471,0.00017688617325900468,0.30000000000000004
los angeles area chamber of commerce,roseburg area chamber of commerce,0.6089669470233189,0.6042925814975556,0.8115942028985508,0.8813559322033897,0.7246376811594203,0.8421052631578948,0.75,0.7798386160455125,0.6,4.23410650459726,0.9166666666666666,2.861583009824368e-05,0.050000000000000044
contrarian capital management,ra capital management lp,0.6804343905314362,0.4309546332771553,0.7924528301886792,0.8936170212765957,0.7169811320754718,0.8571428571428571,0.6206896551724138,0.7235221674876847,0.5,3.970291913552122,0.8275862068965517,0.0,0.09999999999999998
north dakota hospital assn,north dakota states attorneys assn,0.528214918725562,0.6197571530237098,0.7,0.7659574468085107,0.5666666666666667,0.7906976744186046,0.5882352941176471,0.8713698066639244,0.6,4.0943445622221,0.7647058823529411,3.020126967759128e-06,0.050000000000000044
mental health america,natl assn of rural health clinics,0.32452063427430233,0.15509046804104898,0.5185185185185186,0.631578947368421,0.5555555555555556,0.5555555555555556,0.3939393939393939,0.6768525592055004,0.2857142857142857,3.9889840465642745,0.6363636363636364,2.7083408591693867e-05,0.09999999999999998
alliance for educational justice,lone star justice alliance,0.4093501739754567,0.3049372251665422,0.48275862068965514,0.5789473684210527,0.5862068965517242,0.7619047619047619,0.34375,0.7382478632478633,0.3333333333333333,4.060443010546419,0.8125,0.00032134358887749123,0.09999999999999998
asian and pacific islander american health forum,asian and pacific islander american vote michigan,0.6890153631551351,0.6536412159849294,0.8041237113402062,0.8666666666666667,0.7216494845360825,0.8433734939759036,0.7346938775510203,0.9407233823762062,0.42857142857142855,4.574710978503383,0.9795918367346939,8.761508596080626e-05,0.09999999999999998
central city assn,central city east assn of los angeles,0.5300112020364734,0.5969044820666032,0.6296296296296297,0.9090909090909091,0.6296296296296297,1.0,0.45945945945945943,0.8918918918918919,0.4,3.9889840465642745,0.4594594594594595,0.019804593203029727,0.19999999999999996
ctr for worker freedom,for freedoms,0.6165998505358732,0.10549056103415691,0.6470588235294117,0.8571428571428572,0.6470588235294117,0.6470588235294117,0.4545454545454546,0.5517676767676768,0.3333333333333333,3.5263605246161616,0.5454545454545454,6.933271041662445e-06,0.7
atlanta legal aid soc,legal aid soc of the city of new york,0.44096929932385637,0.4925529071208262,0.4482758620689655,0.7647058823529411,0.5172413793103448,0.7647058823529411,0.18918918918918914,0.5510081510081509,0.375,4.060443010546419,0.5675675675675675,6.589227122148888e-05,0.050000000000000044
american farm bureau fed,oregon farm bureau,0.6295198863307853,0.6325178704717404,0.6666666666666667,0.7777777777777779,0.6190476190476191,0.7586206896551724,0.5833333333333333,0.6638888888888889,0.5,3.7376696182833684,0.75,0.0,0.09999999999999998
assn of prosecuting attorneys,hawaii prosecuting attorneys assn,0.7213398762441661,0.7612634132755104,0.7419354838709676,0.8070175438596492,0.8709677419354839,0.9454545454545454,0.6363636363636364,0.7132149076976663,0.5,4.127134385045092,0.8787878787878788,0.0,0.09999999999999998
boise metro chamber of commerce,u.s. chamber of commerce,0.5763748744682176,0.5802714220283275,0.7636363636363638,0.9090909090909091,0.6909090909090909,0.8837209302325582,0.6774193548387097,0.7079493087557603,0.4,4.007333185232471,0.7741935483870968,7.71807954106812e-05,0.050000000000000044
assn of criminal defense lawyers of new jersey,florida assn for criminal defense lawyers-miami chapter,0.47483221559182187,0.4654383697697665,0.6732673267326732,0.7173913043478263,0.6138613861386139,0.65625,0.5818181818181818,0.6898758754593995,0.5,4.61512051684126,0.8363636363636363,3.6307497444215996e-05,0.09999999999999998
league of conservation voters,league of women voters of new york state,0.49882050751269874,0.5542381625840276,0.5797101449275363,0.7843137254901962,0.46376811594202894,0.7111111111111111,0.44999999999999996,0.8494137931034482,0.375,4.23410650459726,0.725,2.5015442230137638e-05,0.050000000000000044
california state sheriffs assn,new york state bar assn,0.20967264451520942,0.29482815127035883,0.5660377358490566,0.6086956521739131,0.5660377358490566,0.6060606060606061,0.5,0.7201288244766505,0.3333333333333333,3.970291913552122,0.7666666666666667,1.711155960516976e-05,0.050000000000000044
texas equal access fund,texas equal access fund (tea fund),0.7781597282161689,0.8132092662044419,0.8070175438596492,1.0,0.8070175438596492,1.0,0.6764705882352942,0.9352941176470588,0.8,4.04305126783455,0.6764705882352942,0.00017600415010794672,1.0
hispanic leadership fund,natl hispanic christian leadership conference,0.5757925819880277,0.6442273020819508,0.6376811594202898,0.75,0.6376811594202898,0.8837209302325582,0.48888888888888893,0.6503367003367003,0.4,4.23410650459726,0.5333333333333333,5.1929206747580045e-05,0.09999999999999998
summus 2,summus outdoor,0.5099773662347632,0.7351124777572717,0.6363636363636364,0.9333333333333332,0.6363636363636364,0.8571428571428571,0.5,0.875,0.3333333333333333,3.091042453358316,0.5714285714285714,0.00014045916771819028,0.30000000000000004
capital research ctr,media action ctr,0.08909445688659821,0.15854355596851702,0.5,0.56,0.5,0.5,0.35,0.6246212121212121,0.25,3.58351893845611,0.8,3.228370911113577e-05,0.09999999999999998
85 religious org,religious freedom inst,0.4676617495739824,0.3310011701672979,0.5789473684210527,0.7857142857142857,0.5789473684210527,0.72,0.36363636363636365,0.6472902097902097,0.2,3.6375861597263857,0.7272727272727273,0.0033904370403874153,0.19999999999999996
american civil rights union,american constitutional rights union,0.6220572694424975,0.6338058180176326,0.8253968253968254,0.7142857142857143,0.8253968253968254,0.875,0.7222222222222222,0.8754985754985755,1.0,4.143134726391533,0.75,0.00016474067482629773,0.09999999999999998
airlines for america,united airlines,0.5611256269687809,0.682383601301759,0.45714285714285713,0.6956521739130435,0.5714285714285714,0.6956521739130435,0.25,0.6398989898989899,0.3333333333333333,3.5553480614894135,0.75,3.468394318817469e-05,0.050000000000000044
american farm bureau fed,north carolina farm bureau,0.5102057383461714,0.578330904179787,0.64,0.7441860465116279,0.48,0.68,0.42307692307692313,0.7004610886189834,0.4,3.912023005428146,0.9230769230769231,0.000342998560602576,0.09999999999999998
american ctr for law and justice,software freedom law ctr,0.14572583434954015,0.32111138820103396,0.3928571428571429,0.4782608695652174,0.3928571428571429,0.5357142857142857,0.25,0.6226851851851852,0.5,4.02535169073515,0.75,2.8273319881254804e-05,0.050000000000000044
adamas pharmaceuticals,syros pharmaceuticals,0.6809930944274567,0.38972805324200205,0.7906976744186046,0.8947368421052632,0.6976744186046511,0.8333333333333333,0.7727272727272727,0.7234954587895764,0.3333333333333333,3.7612001156935624,0.9545454545454546,3.869491166470183e-05,0.050000000000000044
coalition ending gender based violence,coalition ending gender-based violence,0.8612630852562129,0.9999999999999998,0.9736842105263157,0.9736842105263157,0.8421052631578947,0.8421052631578948,0.9736842105263158,0.9732574679943101,0.8,4.330733340286331,1.0,0.00017600415010794726,0.95
arizona ctr for empowerment,arizona voter empowerment task force,0.6629708981237001,0.5257475428765166,0.6984126984126984,0.8461538461538461,0.7301587301587302,0.826086956521739,0.5277777777777778,0.8600740740740741,0.5,4.143134726391533,0.75,0.006311806857413321,0.4
low income housing inst,natl low income housing coalition,0.7451919532154688,0.8528126416466586,0.75,0.826086956521739,0.6428571428571428,0.878048780487805,0.6060606060606061,0.722880983750549,0.6,4.02535169073515,0.696969696969697,0.0036012374111913784,0.09999999999999998
2556 operation outcry women injured by abortion,women hurt by abortion,0.3881905728332915,0.410984266886559,0.5797101449275363,0.7727272727272727,0.6086956521739131,0.8717948717948718,0.42553191489361697,0.6282076079948421,0.42857142857142855,4.23410650459726,0.46808510638297873,0.00019542896101483573,0.4
assn of corporate counsel,fed of defense and corporate counsel,0.6949162018831745,0.7551747540261399,0.6885245901639344,0.8695652173913043,0.7540983606557377,0.8888888888888888,0.5555555555555556,0.7227777777777776,0.6,4.110873864173311,0.6944444444444444,0.021116462267409413,0.30000000000000004
kansas coalition against sexual and domestic violence,washington coalition against domestic violence,0.6605196119090107,0.6668674205546095,0.7676767676767677,0.7608695652173914,0.7070707070707072,0.8641975308641975,0.6415094339622642,0.7247607328411266,0.5714285714285714,4.59511985013459,0.8679245283018868,3.4917651332053645e-05,0.09999999999999998
american free enterprise chamber of commerce,united states chamber of commerce,0.5127542574773136,0.4993032032884158,0.6753246753246753,0.8214285714285714,0.5714285714285714,0.7307692307692308,0.5681818181818181,0.6854256854256855,0.2857142857142857,4.343805421853684,0.75,0.00011555119950722975,0.19999999999999996
aclu of the district of columbia,american civil liberties union fdn,0.015282431922311279,0.0,0.303030303030303,0.37209302325581395,0.36363636363636365,0.38095238095238093,0.17647058823529416,0.5877450980392157,0.25,4.189654742026425,0.9411764705882353,7.639667138601515e-05,0.95
central city assn,women lawyers assn of los angeles,0.05487940684370099,0.06846332410920554,0.36,0.5294117647058824,0.36,0.38095238095238093,0.21212121212121215,0.5787284610814023,0.2,3.912023005428146,0.5151515151515151,3.259110083415994e-05,0.050000000000000044
assn of criminal defense lawyers of new jersey,new jersey assn of women lawyers,0.5600952751407323,0.7175145932474675,0.4871794871794872,0.59375,0.717948717948718,0.896551724137931,0.21739130434782605,0.7076690821256039,0.625,4.356708826689592,0.6956521739130435,2.5502188077307767e-05,0.09999999999999998
alaska right to life,natl right to work comm,0.39963805040967515,0.4520378731314881,0.5581395348837209,0.7058823529411764,0.5116279069767442,0.5714285714285715,0.3913043478260869,0.5961352657004831,0.2857142857142857,3.7612001156935624,0.8695652173913043,3.6124532819324755e-05,0.050000000000000044
central florida assn of criminal defense lawyers,texas criminal defense lawyers assn,0.6529500020819583,0.6517085437817555,0.6746987951807228,0.8333333333333335,0.7228915662650602,0.90625,0.47916666666666663,0.7252705627705627,0.5714285714285714,4.418840607796598,0.7291666666666666,9.498383645749993e-05,0.050000000000000044
aclu of minnesota,university of minnesota,0.60618014403791,0.5744505428660981,0.7,0.8666666666666667,0.6,0.8275862068965517,0.5652173913043479,0.6678845451223968,0.5,3.6888794541139363,0.7391304347826086,5.167053543312538e-06,0.0
boise metro chamber of commerce,california chamber of commerce,0.5644060774114948,0.5110122437770463,0.7213114754098361,0.8235294117647058,0.7213114754098361,0.7755102040816326,0.6451612903225806,0.7057659342371826,0.5,4.110873864173311,0.967741935483871,0.00018530873205280712,0.050000000000000044
american bar assn,women’s bar assn of the state of new york,0.29650849518725286,0.40619538150736473,0.41379310344827597,0.7272727272727273,0.27586206896551724,0.64,0.2195121951219512,0.5400801971820623,0.25,4.060443010546419,0.4146341463414634,0.00011189240696989198,0.09999999999999998
vermont assn of criminal defense attorneys,vermont states attorneys assn,0.5486246258003672,0.6394198335744172,0.619718309859155,0.6511627906976745,0.7323943661971832,0.8627450980392157,0.40476190476190477,0.8415814070986485,0.3333333333333333,4.2626798770413155,0.6904761904761905,7.30448932819571e-05,0.050000000000000044
natl jewish advocacy ctr,natl pain advocacy ctr,0.6074236762294414,0.5318509537669508,0.826086956521739,0.7727272727272727,0.7391304347826086,0.8717948717948718,0.7916666666666666,0.8889553429027114,0.6,3.828641396489095,0.9166666666666666,7.417557671625552e-05,0.050000000000000044
cisco,cisco systems,0.48407902961858096,0.7603504164088429,0.5555555555555556,1.0,0.5555555555555556,1.0,0.3846153846153846,0.8769230769230769,0.5,2.8903717578961645,0.38461538461538464,0.0004157368055811011,0.95
everytown for gun safety,gun owners fdn.,0.19524032055247348,0.30186200450564055,0.3076923076923077,0.48,0.3589743589743589,0.4615384615384615,0.25,0.5944444444444444,0.4,3.6635616461296463,0.625,7.024636069515291e-05,0.050000000000000044
developers alliance,land developers,0.669835372029241,0.6506342996562116,0.5882352941176471,0.8,0.5882352941176471,0.8235294117647058,0.26315789473684215,0.6716374269005848,0.3333333333333333,3.5263605246161616,0.7894736842105263,8.310322880105173e-05,0.19999999999999996
american free enterprise chamber of commerce,ohio chamber of commerce,0.5557720417821974,0.5395148312071607,0.6176470588235294,0.9090909090909091,0.5882352941176471,0.8837209302325582,0.4772727272727273,0.6571067821067821,0.4,4.219507705176107,0.5454545454545454,0.00033766413469459776,0.19999999999999996
dominican bar assn,marian university,0.03247891548588114,0.0,0.4,0.4242424242424242,0.2857142857142857,0.2857142857142857,0.2222222222222222,0.6145969498910675,0.0,3.5553480614894135,0.9444444444444444,0.00010871891435616791,0.050000000000000044
ghp management corporation,oak management corporation,0.6817998016490496,0.4875148474037439,0.8846153846153846,0.9387755102040817,0.8461538461538461,0.9166666666666667,0.8846153846153846,0.9085841694537345,0.5,3.9512437185814275,1.0,6.705244440494554e-05,0.09999999999999998
intl corporate accountability roundtable,justice and corporate accountability project,0.6296639330372892,0.6234873255627044,0.7380952380952381,0.8,0.7142857142857143,0.75,0.5909090909090908,0.7282467532467533,0.3333333333333333,4.430816798843313,0.9090909090909091,0.0009022830054874726,0.4
georgia smoke free assn,tennessee smoke free assn,0.6460497653569208,0.7065139868322988,0.7083333333333333,0.85,0.625,0.7894736842105263,0.6799999999999999,0.6691219096334186,0.6,3.871201010907891,0.92,0.001078144562187844,0.050000000000000044
california assn of nonprofits,nonprofit assn of washington,0.5389503756917902,0.13452425056287903,0.5263157894736843,0.6,0.5964912280701755,0.631578947368421,0.3793103448275862,0.7117480220928497,0.6,4.04305126783455,0.9655172413793104,6.729069415196724e-05,0.09999999999999998
american right to life,texas right to life,0.7234419772526779,0.8378710328488105,0.7804878048780488,0.8571428571428572,0.6341463414634146,0.8125,0.7272727272727273,0.7106259968102074,0.75,3.713572066704308,0.8636363636363636,0.0013375501852541099,0.15000000000000002
colorado republican comm,republican natl comm,0.5368473744607244,0.7395781631515764,0.6818181818181819,0.8571428571428572,0.6818181818181819,0.8571428571428571,0.41666666666666663,0.7351851851851853,0.6666666666666666,3.784189633918261,0.8333333333333334,0.012821392830464769,0.09999999999999998
bannock development corporation,tenants and owners development corporation,0.6054795518894838,0.4338304351595903,0.7671232876712328,0.8727272727272728,0.7123287671232876,0.8518518518518519,0.6666666666666667,0.7018689196108551,0.3333333333333333,4.290459441148391,0.7380952380952381,6.400227891927616e-05,0.15000000000000002
columbia union conference of seventh-day adventists,north pacific union conference of seventh-day adventists,0.7760966671677189,0.8177899734089829,0.8411214953271028,0.9263157894736842,0.7850467289719626,0.903225806451613,0.8035714285714286,0.7997174046923735,0.7142857142857143,4.672828834461906,0.9107142857142857,0.0002149369857834565,0.050000000000000044
natl ctr on domestic and sexual violence,sexual violence law ctr,0.5865869232557043,0.6146954755163938,0.4761904761904761,0.7894736842105263,0.6666666666666667,0.9047619047619048,0.17500000000000004,0.5841219096334186,0.375,4.143134726391533,0.575,4.860103392732258e-05,0.7
catholic charities of the archdiocese of new york,catholic charities of the diocese of arlington,0.686069646874381,0.5229398007543852,0.8210526315789474,0.8636363636363636,0.736842105263158,0.7865168539325842,0.7346938775510203,0.9163395156578008,0.5714285714285714,4.553876891600541,0.9387755102040817,3.131230818883195e-05,0.050000000000000044
mississippi college,mississippi ctr for investigative reporting,0.5726480820821502,0.3776642296343468,0.5483870967741935,0.8125,0.5483870967741935,0.7333333333333333,0.39534883720930236,0.8580171358629131,0.4,4.127134385045092,0.4418604651162791,3.5213052587200575e-05,0.09999999999999998
american cancer soc,children’s ctr,0.0,0.0,0.303030303030303,0.38095238095238093,0.303030303030303,0.303030303030303,0.1578947368421053,0.5573656363130047,0.3333333333333333,3.4965075614664802,0.7368421052631579,4.491066087590521e-05,0.050000000000000044
fraternal order of police united states park police labor comm,united states capitol police labor comm,0.5812296513051007,0.6042620060103528,0.6534653465346536,0.88,0.6138613861386139,0.8857142857142857,0.4838709677419355,0.7310449407223599,0.7142857142857143,4.61512051684126,0.6290322580645161,0.03649796961538354,0.09999999999999998
adamas pharmaceuticals,salix pharmaceuticals,0.642485950496577,0.38972805324200205,0.7906976744186046,0.8947368421052632,0.6976744186046511,0.8333333333333333,0.7727272727272727,0.7621452621452622,0.3333333333333333,3.7612001156935624,0.9545454545454546,7.341956057884174e-05,0.050000000000000044
arkansas state chamber of commerce,boise metro chamber of commerce,0.4925380485707518,0.42703698764235337,0.7076923076923076,0.8076923076923077,0.6461538461538461,0.76,0.6470588235294117,0.6872485768500948,0.3333333333333333,4.174387269895637,0.9117647058823529,1.5332614443121408e-05,0.09999999999999998
ctr for environmental accountability,environmental defense fund,0.5137167639786464,0.45473465701794763,0.5161290322580645,0.6153846153846154,0.5483870967741935,0.6666666666666665,0.41666666666666663,0.5641025641025641,0.4,4.127134385045092,0.7222222222222222,5.437736950274231e-05,0.15000000000000002
american hospital assn,hospitalitymaine,0.42830966805832843,0.0,0.5263157894736843,0.6896551724137931,0.42105263157894735,0.4210526315789474,0.2727272727272727,0.5984848484848485,0.5,3.6375861597263857,0.7272727272727273,5.252942401464758e-05,0.09999999999999998
federal defender services of idaho,federal public defender district of idaho,0.6246904760331806,0.7443101102547635,0.8,0.7540983606557377,0.7466666666666666,0.847457627118644,0.6829268292682926,0.869478718316595,0.6666666666666666,4.31748811353631,0.8292682926829268,0.002376364771015246,0.9
middle rio grande conservancy district,refugio del rio grande,0.3296529129309227,0.4482211069103871,0.4666666666666666,0.717948717948718,0.4666666666666666,0.625,0.23684210526315785,0.6475279106858055,0.6,4.0943445622221,0.5789473684210527,5.122476059864169e-06,0.09999999999999998
american assn of pro-life obstetricians and gynecologists,american college of osteopathic obstetricians and gynecologists,0.6805123497068116,0.6519503092151967,0.7833333333333333,0.7472527472527473,0.7833333333333333,0.86,0.7301587301587302,0.878304736199473,0.6,4.787491742782046,0.9047619047619048,0.0005509991401143638,0.09999999999999998
alabama ctr for law and liberty,liberty justice ctr,0.31694974413947913,0.5308935073102335,0.28,0.5384615384615384,0.48,0.7333333333333333,0.19354838709677424,0.5233832381540361,0.4,3.912023005428146,0.6129032258064516,0.00017476112045801206,0.19999999999999996
aclu of the district of columbia,district of columbia historians,0.6193083361431072,0.5766796202628298,0.6349206349206349,0.7843137254901962,0.6984126984126984,0.8163265306122449,0.28125,0.6886200716845878,0.5,4.143134726391533,0.96875,1.6211282911361175e-05,0.050000000000000044
natl assn of police org,natl police fdn,0.5310844800630298,0.6354458589563792,0.631578947368421,0.6153846153846154,0.6842105263157895,0.8461538461538461,0.5217391304347826,0.8512629399585921,0.4,3.6375861597263857,0.6521739130434783,0.00017933587150483054,0.15000000000000002
institutional religious freedom alliance,islam and religious freedom action team religious freedom inst,0.6714103590482228,0.5003835297889501,0.5882352941176471,0.7222222222222221,0.607843137254902,0.7142857142857143,0.4193548387096774,0.696406338426712,0.8,4.624972813284271,0.6451612903225806,0.0015864365752057648,0.15000000000000002
aclu fdn of texas,aclu of texas,0.7570733298869557,0.9005289924979347,0.8666666666666667,0.8181818181818181,0.8666666666666667,1.0,0.7647058823529411,0.9375565610859729,0.75,3.4011973816621555,0.7647058823529411,0.00012811838629073492,0.9
alaska right to life,natl right to life comm,0.6311002699813136,0.6915905666853187,0.7441860465116279,0.8421052631578947,0.6511627906976745,0.7878787878787878,0.5652173913043479,0.7485507246376812,0.5,3.7612001156935624,0.8695652173913043,0.0005858590619414934,0.15000000000000002
anglican church in north america,diocese of the mid-atlantic of the anglican church in north america,0.627960455158418,0.6394658801649333,0.6464646464646464,1.0,0.6464646464646464,1.0,0.4776119402985075,0.6095415778251598,0.5,4.59511985013459,0.47761194029850745,0.00035833588429130114,0.95
american bankers assn,swiss bankers assn,0.6284145494969678,0.5977220007109375,0.717948717948718,0.8387096774193549,0.6153846153846154,0.8,0.6666666666666667,0.671957671957672,0.6666666666666666,3.6635616461296463,0.8571428571428571,0.00028265151591747137,0.09999999999999998
asian americans advancing justice,asian americans advancing justice-southern california,0.7240444423159782,0.8240621086528995,0.7674418604651163,1.0,0.7674418604651163,0.8620689655172414,0.6226415094339622,0.9245283018867925,0.6666666666666666,4.454347296253507,0.6226415094339622,9.705243534106489e-05,0.95
copyright alliance,copyright thought leaders,0.6173488198424936,0.534103049073129,0.6046511627906976,0.7142857142857143,0.41860465116279066,0.6666666666666665,0.48,0.833059829059829,0.25,3.7612001156935624,0.72,0.0031642767490667055,0.15000000000000002
american trucking assn,oregon trucking assn,0.7239837731012397,0.6440050995735421,0.7619047619047619,0.8571428571428572,0.6190476190476191,0.7878787878787878,0.7272727272727273,0.7369875222816399,0.6666666666666666,3.7376696182833684,0.9090909090909091,0.009461343060736661,0.050000000000000044
service employees intl union,service employees intl union 32bj,0.811844928330003,0.7976927841549899,0.9180327868852458,1.0,0.9180327868852458,1.0,0.8484848484848485,0.9696969696969697,0.8,4.110873864173311,0.8484848484848485,0.00027724462599523216,0.9
black women for wellness,ubuntu black women’s wellness collective,0.5975411583805389,0.6656187954769316,0.625,0.8333333333333335,0.6875,0.736842105263158,0.44999999999999996,0.6858585858585858,0.4,4.1588830833596715,0.6,0.00017600415010794631,0.30000000000000004
california catholic conference,tennessee catholic conference,0.6446536276752938,0.6758128984435136,0.711864406779661,0.8163265306122449,0.6440677966101696,0.7916666666666667,0.6666666666666667,0.6651888341543514,0.5,4.07753744390572,0.9666666666666667,3.7653753551839925e-05,0.09999999999999998
colorado state university,iowa state university,0.5688801107569976,0.5297716674442279,0.826086956521739,0.923076923076923,0.826086956521739,0.8648648648648648,0.76,0.8882539682539683,0.5,3.828641396489095,0.84,0.00014694174217138708,0.050000000000000044
disability rights florida,disability rights tennessee,0.6256885938493465,0.6333056939916708,0.6923076923076923,0.8372093023255813,0.6538461538461539,0.8095238095238095,0.6666666666666667,0.8773333333333333,0.5,3.9512437185814275,0.9259259259259259,0.006683314771796481,0.050000000000000044
american medical assn,california medical assn,0.5724803011327483,0.6892535086827982,0.7727272727272727,0.8421052631578947,0.5909090909090908,0.7727272727272728,0.6521739130434783,0.8401075151647234,0.6666666666666666,3.784189633918261,0.9130434782608695,5.3371154959789135e-05,0.050000000000000044
california rifle and pistol assn,maryland state rifle and pistol assn,0.6820290738111072,0.7605794411157841,0.7647058823529411,0.814814814814815,0.7352941176470589,0.7924528301886792,0.6944444444444444,0.7287808641975309,0.5,4.219507705176107,0.8888888888888888,0.0009957053897021923,0.050000000000000044
b.e. technology,technology policy inst,0.46439896822347493,0.6930154507113535,0.5405405405405406,0.8,0.5945945945945945,0.8,0.2272727272727273,0.592929292929293,0.25,3.6109179126442243,0.6818181818181818,9.727243572470802e-05,0.19999999999999996
assn of classical christian schools,texas charter schools assn,0.33721266503879654,0.3394397137143076,0.4918032786885246,0.6086956521739131,0.5573770491803278,0.6557377049180328,0.2571428571428571,0.6597069597069597,0.6,4.110873864173311,0.7428571428571429,5.4171500600487e-05,0.19999999999999996
american alliance for equal rights,citizens equal rights alliance,0.6293794375686613,0.7307277409405581,0.5,0.6122448979591837,0.75,0.8235294117647058,0.20588235294117652,0.7232780291603821,0.6,4.1588830833596715,0.8823529411764706,2.8231742154807988e-05,0.4
california dui lawyers assn,dui defense lawyers assn,0.5313251376120757,0.8116602643930212,0.6274509803921569,0.8,0.7450980392156863,0.8,0.5185185185185186,0.7265269655620532,0.75,3.9318256327243257,0.8888888888888888,0.034240406913214054,0.4
catholic charities of the archdiocese of new york,catholic charities of the diocese of springfield in illinois,0.5272837782964008,0.46310094259511625,0.7522935779816513,0.8604651162790699,0.5504587155963303,0.7184466019417477,0.6166666666666667,0.8828571428571428,0.3333333333333333,4.6913478822291435,0.8166666666666667,7.853200043174101e-05,0.050000000000000044
ctr for environmental accountability,environmental law and policy ctr,0.49185792585415283,0.5177287312078331,0.5588235294117647,0.6333333333333333,0.6470588235294117,0.7058823529411765,0.38888888888888884,0.6910612535612536,0.5,4.219507705176107,0.8888888888888888,0.0011520319037059176,0.30000000000000004
office of the ohio public defender,ohio public defender,0.7581117499125294,0.7605733890959058,0.7407407407407408,1.0,0.7407407407407408,1.0,0.5882352941176471,0.7564705882352942,0.75,3.9889840465642745,0.5882352941176471,0.08915182955467317,0.95
equality new york,new economy project (new york),0.304883824465598,0.5036527911442957,0.46808510638297873,0.7096774193548387,0.46808510638297873,0.46808510638297873,0.3666666666666667,0.5908496732026144,0.6,3.8501476017100584,0.5666666666666667,4.615151116625088e-05,0.09999999999999998
